Parent_CHEMBL_ID	Compound_name	Standardized_Molecule (InChI Key)	Canonical_SMILES	OATP1B1_active	OATP1B3_active	OATP2B1_active	OATP1B1+pValue	OATP1B3+pValue	OATP2B1+pValue
CHEMBL46684		HSMPDPBYAYSOBC-UHFFFAOYSA-N	COc1c2occc2c(OC)c2c(=O)cc(C)oc12	0.0					
		HSNPMXROZIQAQD-UHFFFAOYSA-N	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C	1.0	1.0				
		HSQGMTRYSIHDAC-UHFFFAOYSA-N	CC(C)CC(N)C(=O)NC(C)C(=O)O	0.0	0.0				
CHEMBL267424		HSRJKNPTNIJEKV-UHFFFAOYSA-N	COc1ccccc1OCC(O)CO	0.0	0.0				
CHEMBL23	DILTIAZEM	HSUGRBWQSSZJOP-UHFFFAOYSA-N	COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1	0.0	0.0		4.0		
CHEMBL1491	AMLODIPINE	HTIQEAQVCYTUBX-UHFFFAOYSA-N	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl	0.0					
CHEMBL68622		HTQMVQVXFRQIKW-UHFFFAOYSA-N	CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1	1.0	0.0	0.0			
CHEMBL762	OXYMETAZOLINE	HUCJFAOMUPXHDK-UHFFFAOYSA-N	Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1	0.0	0.0				
CHEMBL412430		HUKPVYBUJRAUAG-UHFFFAOYSA-N	O=C1c2ccccc2-c2cccc3cccc1c23		0.0				
		HULMNSIAKWANQO-UHFFFAOYSA-N	CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O		0.0				
CHEMBL208908	SCIADOPITISIN	HUOOMAOYXQFIDQ-UHFFFAOYSA-N	COc1ccc(-c2cc(=O)c3c(O)cc(O)c(-c4cc(-c5cc(=O)c6c(O)cc(O)cc6o5)ccc4OC)c3o2)cc1	1.0	0.0				
CHEMBL898	DIFLUNISAL	HUPFGZXOMWLGNK-UHFFFAOYSA-N	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O		0.0				
CHEMBL493032	ETHYL HEMATOMMATE	HUXJGSHUVDWZAM-UHFFFAOYSA-N	CCOC(=O)c1c(C)cc(O)c(C=O)c1O	0.0	0.0				
CHEMBL8342		HVYWMOMLDIMFJA-UHFFFAOYSA-N	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	0.0					
CHEMBL140838		HWGBHCRJGXAGEU-UHFFFAOYSA-N	Cc1cc(=O)[nH]c(S)n1	0.0	0.0				
CHEMBL347041		HWHLPVGTWGOCJO-UHFFFAOYSA-N	OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1	0.0	0.0				
CHEMBL18331	PIRENPERONE	HXCNRYXBZNHDNE-UHFFFAOYSA-N	Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1	0.0					
CHEMBL30156		HXHWSAZORRCQMX-UHFFFAOYSA-N	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1		0.0				
CHEMBL595	PIOGLITAZONE	HYAFETHFCAUJAY-UHFFFAOYSA-N	CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1	0.0	0.0				
CHEMBL193	NIFEDIPINE	HYIMSNHJOBLJNT-UHFFFAOYSA-N	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]	1.0					
		HYTGGNIMZXFORS-UHFFFAOYSA-N	CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O	0.0	0.0				
CHEMBL56367	NIMESULIDE	HYWYRSMBCFDLJT-UHFFFAOYSA-N	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1	0.0	0.0				
CHEMBL686	MEFENAMIC ACID	HYYBABOKPJLUIN-UHFFFAOYSA-N	Cc1cccc(Nc2ccccc2C(=O)O)c1C	0.0	0.0				
CHEMBL12673		IAJBQAYHSQIQRE-UHFFFAOYSA-N	COc1cc(OC)c(OC)cc1C=O	1.0	0.0				
CHEMBL87		IAKHMKGGTNLKSZ-UHFFFAOYSA-N	COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2	0.0		0.0			
CHEMBL295792		IAOZJIPTCAWIRG-UHFFFAOYSA-N	COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O	0.0					
CHEMBL1561	MIGLITOL	IBAQFPQHRJAVAV-UHFFFAOYSA-N	OCCN1CC(O)C(O)C(O)C1CO	0.0	0.0				
		IBEZGTWSSFFKNB-UHFFFAOYSA-N	CC1OC(OC2C(O)COC(OC3C(C)OC(OC4C(OC(=O)C56CCC(C)(C)CC5C5=CCC7C8(C)CCC(OC9OC(CO)C(O)C(O)C9O)C(C)(C)C8CCC7(C)C5(C)CC6O)OCC(O)C4O)C(O)C3O)C2O)C(O)C(O)C1O	1.0	1.0				
CHEMBL170988	PHENFORMIN	ICFJFFQQTFMIBG-UHFFFAOYSA-N	N=C(N)NC(=N)NCCc1ccccc1	0.0		0.0			
		ICKGFQSQVHCUNC-UHFFFAOYSA-O	[NH]C(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1	0.0					
CHEMBL135235		ICTXHFFSOAJUMG-UHFFFAOYSA-N	C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C	0.0					
CHEMBL41631		IDEHCMNLNCJQST-UHFFFAOYSA-N	NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	0.0					
CHEMBL3775889		IDVBVEOFBRZZEI-UHFFFAOYSA-N	Cc1ccsc1CNc1cnccc1C(=O)O	1.0					
CHEMBL26903		IDYZIJYBMGIQMJ-UHFFFAOYSA-N	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21		0.0				
		IECPWNUMDGFDKC-QOMWVZHYSA-N	CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)/C1=C(\CCC=C(C)C)C(=O)O	1.0	0.0				
CHEMBL22	TRIMETHOPRIM	IEDVJHCEMCRBQM-UHFFFAOYSA-N	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	0.0	0.0	0.0			
CHEMBL9485		IEKOTSCYBBDIJC-UHFFFAOYSA-N	CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0				
CHEMBL2	PRAZOSIN	IENZQIKPVFGBNW-UHFFFAOYSA-N	COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC	0.0	0.0	0.0			
CHEMBL172439	SLAZINIC ACID	IEVVSJFLBYOUCJ-UHFFFAOYSA-N	Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(C)c(O)c3c(c1O2)C(O)OC3=O	1.0	1.0				
		IFMAIAMCVQXRBY-UHFFFAOYSA-N	CNC(CC(C)C)C(=O)NC1C(=O)NC(CC([NH])=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O	0.0					
CHEMBL2132175		IFSDAJWBUCMOAH-UHFFFAOYSA-N	CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1	1	1				
CHEMBL6201		IGJQUJNPMOYEJY-UHFFFAOYSA-N	CC(=O)c1ccc[nH]1		0.0				
CHEMBL264374	BEZAFIBRATE	IIBYAHWJQTYFKB-UHFFFAOYSA-N	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	0.0	0.0		4.3449		
CHEMBL1594132	SERICETIN DIACETATE	IIKLIRVROMFZGV-UHFFFAOYSA-N	CC(=O)Oc1c(-c2ccccc2)oc2c(CC=C(C)C)c3c(c(OC(C)=O)c2c1=O)C=CC(C)(C)O3		0.0				
CHEMBL269362	DISOPIRAMIDE	IJHNSHDBIRRJRN-UHFFFAOYSA-N	CN(C)CCC(c1ccccc1)c1ccccn1	0.0					
CHEMBL76370	TEGASEROD	IKBKZGMPCYNSLU-RGVLZGJSSA-N	CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12	0.0					
		IKFXPERBVFYFMS-UHFFFAOYSA-N	CC(=O)OC1CC(OC(C)=O)C2(C)C(CC(=O)C3(C)C2CCC2(C)C(c4ccoc4)OC(=O)C4OC423)C1(C)C	0.0	0.0				
CHEMBL32579		IKGXIBQEEMLURG-UHFFFAOYSA-N	CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O			0.0			
CHEMBL485818	BAICALIN	IKIIZLYTISPENI-UHFFFAOYSA-N	O=C(O)C1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O	0.0	0.0	1.0			
CHEMBL1526987	CLOVANEDIOL DIACETATE	ILEDHMVFQOCEJU-UHFFFAOYSA-N	CC(=O)OC1CCC23CC1(C)CCC2C(C)(C)CC3OC(C)=O		0.0				
		ILKJAFIWWBXGDU-UHFFFAOYSA-N	CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C	1.0	0.0				
CHEMBL252721	DERRUSTONE	IMPPSJRGMZYGJW-UHFFFAOYSA-N	COc1cc(OC)c2c(=O)c(-c3ccc4c(c3)OCO4)coc2c1		0.0				
		IMQSIXYSKPIGPD-NJZBBQJYSA-N	CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC1O	0.0	0.0				
CHEMBL1079604	METAXALONE	IMWZZHHPURKASS-UHFFFAOYSA-N	Cc1cc(C)cc(OCC2CNC(=O)O2)c1	0.0	0.0				
CHEMBL538393	DIMECAMINE	IMYZQPCYWPFTAG-UHFFFAOYSA-N	CNC1(C)C2CCC(C2)C1(C)C	0.0					
CHEMBL428880	CROMOLYN	IMZMKUWMOSJXDT-UHFFFAOYSA-N	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1		0.0				
		INDUNANCUDNZJY-UHFFFAOYSA-N	COC(=O)CC1C(C)(C)C(OC(C)=O)C2CC3C4CC(=O)OC(c5ccoc5)C4(C)CCC3C1(C)C2=O	0.0	0.0				
CHEMBL417799	SANGUINARIUM	INVGWHRKADIJHF-UHFFFAOYSA-N	C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3		0.0	0.0			
CHEMBL1087	MEPIVACAINE	INWLQCZOYSRPNW-UHFFFAOYSA-N	Cc1cccc(C)c1NC(=O)C1CCCCN1C	0.0	0.0				
CHEMBL248095	SINOMENINE	INYYVPJSBIVGPH-UHFFFAOYSA-N	COC1=CC2C3Cc4ccc(OC)c(O)c4C2(CCN3C)CC1=O		0.0				
CHEMBL45266		IOUVKUPGCMBWBT-UHFFFAOYSA-N	O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O	0.0					
CHEMBL346119	THEAFLAVIN	IPMYMEWFZKHGAX-UHFFFAOYSA-N	O=c1c(O)cc(C2Oc3cc(O)cc(O)c3CC2O)cc2c(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c(O)c12	0.0	0.0				
		IPVQLZZIHOAWMC-UHFFFAOYSA-N	CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC		0.0				
CHEMBL1179735	AMPROLIUM	IPZFPROOBOUEIG-UHFFFAOYSA-N	CCCc1ncc(C[n+]2ccccc2C)c(N)n1	0.0	0.0				
CHEMBL3774615		IQHMQGUDRIPWGH-UHFFFAOYSA-N	O=C(O)c1cccnc1NCc1ccco1	0.0					
CHEMBL9638		IQPSEEYGBUAQFF-UHFFFAOYSA-N	COc1ccnc(C[S+]([O-])c2nc3ccc(OC(F)F)cc3[nH]2)c1OC	0.0	0.0	0.0			
CHEMBL7510		ITATYELQCJRCCK-UHFFFAOYSA-N	COC(=O)C(O)c1ccccc1	0.0	0.0				
		ITRJWOMZKQRYTA-UHFFFAOYSA-N	CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C		0.0				
CHEMBL174778		ITVGXXMINPYUHD-UHFFFAOYSA-N	COc1ccc(CCC(=O)c2c(O)cc(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)cc2O)cc1O	0.0					
CHEMBL383864		IUBSYMUCCVWXPE-UHFFFAOYSA-N	COCCc1ccc(OCC(O)CNC(C)C)cc1	0.0	0.0	0.0			
CHEMBL441	THIOPENTAL	IUJDSEJGGMCXSG-UHFFFAOYSA-N	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	0.0	0.0				
		IUVLMVLBXSPDQU-UHFFFAOYSA-N	CC(=O)NC(Cc1c[nH]c2ccccc12)C([NH])=O	0.0	0.0				
CHEMBL702	PIPERACILLIN	IVBHGBMCVLDMKU-UHFFFAOYSA-N	CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O	0.0	0.0				
		IVHWWYNBMIROCV-UHFFFAOYSA-N	CC(=O)OC1CC2C(C)(C)C(O)CCC2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C	1.0	1.0				
CHEMBL290718		IVTVGDXNLFLDRM-UHFFFAOYSA-N	Cc1nc2ccc(CN(C)c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1			0.0			
CHEMBL1159	PINACIDIL	IVVNZDGDKPTYHK-UHFFFAOYSA-N	CC(NC(=NC#N)Nc1ccncc1)C(C)(C)C	0.0	0.0				
CHEMBL18330		IVXFOQQPPONQTB-UHFFFAOYSA-N	CC(=O)Oc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1	0.0	0.0				
CHEMBL504880	BILIRUBIN DITAURATE	IVYBPZIDQLNIHQ-VYTBREFCSA-N	C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)NCCS(=O)(=O)O)c(CCC(=O)NCCS(=O)(=O)O)c2C)NC1=O	1.0			8.301		
CHEMBL7818		IVYPNXXAYMYVSP-UHFFFAOYSA-N	OCc1c[nH]c2ccccc12	0.0					
CHEMBL476936	3,6 DICHLOROMETHOXYBENZOIC ACID	IWEDIXLBFLAXBO-UHFFFAOYSA-N	COc1c(Cl)ccc(Cl)c1C(=O)O	0.0					
CHEMBL34		IWUCXVSUMQZMFG-UHFFFAOYSA-N	NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1		0.0				
		IXORZMNAPKEEDV-UHFFFAOYSA-N	C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O		0.0				
CHEMBL473	DOFETILIDE	IXTMWRCNAAVVAI-UHFFFAOYSA-N	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1	0.0	0.0	0.0			
		IYBDWVUOOFQLSF-UHFFFAOYSA-N	CC(=O)OC1CC2C(C)(C)C=CC(=O)C2(C)C2CCC3(C)C(c4ccoc4)OC(=O)C4OC43C12C	1.0	1.0				
		IYDFPAWMYKBYLZ-IMVLJIQESA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCC(C#N)CC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0					
CHEMBL50	QUERCETIN	IYRMWMYZSQPJKC-UHFFFAOYSA-N	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12			0.0			
		IYVFNTXFRYQLRP-UHFFFAOYSA-N	CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	0.0	1.0				
CHEMBL269520		IYYZUPMFVPLQIF-UHFFFAOYSA-N	c1ccc2c(c1)sc1ccccc12		0.0				
CHEMBL932	DIPYRIDAMOLE	IZEKFCXSFNUWAM-UHFFFAOYSA-N	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1	1.0	1.0	1.0			
CHEMBL51474		IZJDOKYDEWTZSO-UHFFFAOYSA-N	S=C=NCCc1ccccc1		0.0				
CHEMBL289946		IZUPBVBPLAPZRR-UHFFFAOYSA-N	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl	1.0	1.0				
		IZVFFXVYBHFIHY-UHFFFAOYSA-N	CC(C)CCCC(C)C1CCC2C3=CCC4CC(O)CCC4(C)C3CCC21C	0.0	0.0				
CHEMBL1610638	DIHYDRO-OBLIQUIN	IZXSTWMUJGTAMI-UHFFFAOYSA-N	CC(C)C1COc2cc3oc(=O)ccc3cc2O1	0.0	0.0				
CHEMBL269101		JAABVEXCGCXWRR-UHFFFAOYSA-N	O=C1OC(=O)C2C3CCC(O3)C12		0.0				
CHEMBL110309		JAYAGJDXJIDEKI-UHFFFAOYSA-N	CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O		0.0				
CHEMBL153479	AMBROXOL	JBDGDEWWOUBZPM-UHFFFAOYSA-N	Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1	0.0	0.0				
		JBKPUQTUERUYQE-UHFFFAOYSA-N	CN1C=CC=CC1=CN=O	0.0	0.0				
CHEMBL842	CHLOROTHIAZIDE	JBMKAUGHUNFTOL-UHFFFAOYSA-N	NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	0.0	0.0				
		JBTQLUUOBPYIPP-UHFFFAOYSA-N	CC12CCC3C(CCC4CC(Cl)CCC43C)C1CCC2=O	0.0	0.0				
CHEMBL998	LORATADINE	JCCNYMKQOSZNPW-UHFFFAOYSA-N	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1	0.0	0.0	0.0	4.7212		
CHEMBL515	CHLORAMBUCIL	JCKYGMPEJWAADB-UHFFFAOYSA-N	O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1		0.0				
CHEMBL296306	LACTITOL	JCQLYHFGKNRPGE-UHFFFAOYSA-N	OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O	0.0					
		JDOZJEUDSLGTLU-UHFFFAOYSA-N	CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O		0.0			4.1249	
CHEMBL14220		JEIZLWNUBXHADF-UHFFFAOYSA-N	CC(=O)CC1CCCCN1	0.0	0.0				
		JEKDOWMTUCHNIR-UHFFFAOYSA-N	COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1cccc(c1)Oc1ccc(c(O)c1)CC3N(C)CC2)N(C)CC4		0.0				
CHEMBL339427	TUBOCURARINE	JFJZZMVDLULRGK-UHFFFAOYSA-O	COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C	0.0					
		JFSHUTJDVKUMTJ-UHFFFAOYSA-N	CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1	0.0	0.0				
		JFVZFKDSXNQEJW-UHFFFAOYSA-N	CC(C)OC(=O)OCOP(=O)(COC(C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C			0.0			
		JGCVTFLICCNHDD-IMVLJIQESA-N	C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)C(C)C(=O)N(C)C(C(C)CN2CCOCC2)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	1.0					
CHEMBL418345		JGOAIQNSOGZNBX-UHFFFAOYSA-N	CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1	0.0	0.0				
CHEMBL29	BENZYLPENICILLIN	JGSARLDLIJGVTE-UHFFFAOYSA-N	CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O	0.0	0.0	0.0	2.3098	3.45155	
CHEMBL18822		JGUZGNYPMHHYRK-UHFFFAOYSA-N	COc1cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1	0.0	0.0				
CHEMBL559457		JHEWMLHQNRHTQX-UHFFFAOYSA-N	CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2	1.0	1.0				
CHEMBL1055	CHLORTHALIDONE	JIVPVXMEBJLZRO-UHFFFAOYSA-N	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	0.0	0.0				
CHEMBL7169		JIVZKJJQOZQXQB-UHFFFAOYSA-N	c1ccc(CC2=NCCN2)cc1	0.0	0.0				
CHEMBL14440		JJCQSGDBDPYCEO-UHFFFAOYSA-N	NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1	0.0	0.0				
CHEMBL6251		JJMDCOVWQOJGCB-UHFFFAOYSA-N	NCCCCC(=O)O	0.0	0.0				
		JJSVXWKQLGHFES-UHFFFAOYSA-N	COC1C(O)C(OC2CCC3(C=O)C4C(OC(C)=O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC(C)=O	0.0	0.0				
		JKKFKPJIXZFSSB-UHFFFAOYSA-N	CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O	1.0	0.0	0.0	7.2218	4.3548	
CHEMBL288040	(+)-ABSCISIC ACID	JLIDBLDQVAYHNE-LXGGSRJLSA-N	CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O	0.0	0.0				
CHEMBL443	SULFAMETHOXAZOLE	JLKIGFTWXXRPMT-UHFFFAOYSA-N	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1		0.0				
CHEMBL472	GLYBURIDE	JLRGJRBPOGGCBT-UHFFFAOYSA-N	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1	0.0	0.0	0.0	4.0		
CHEMBL15891	LINDANE	JLYXXMFPNIAWKQ-UHFFFAOYSA-N	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl	0.0	0.0				
CHEMBL7940	DEHYDROROTENONE	JMFRWRFFLBVWSI-NSCUHMNNSA-N	COc1cc(/C=C/CO)ccc1O	1.0	0.0				
		JMPKPWBLQUWFHQ-UHFFFAOYSA-N	O=C(CC[N+](=O)[O-])OCC1OC(O)C(OC(=O)CC[N+](=O)[O-])C(OC(=O)CC[N+](=O)[O-])C1OC(=O)CC[N+](=O)[O-]	0.0	0.0				
		JMQMNWIBUCGUDO-UHFFFAOYSA-N	NC(CSCSCC(N)C(=O)O)C(=O)O	0.0	0.0				
CHEMBL437	SULFATHIAZOLE	JNMRHUJNCSQMMB-UHFFFAOYSA-N	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	0.0	0.0				
		JNNGEAWILNVFFD-UHFFFAOYSA-N	CC1C(O)CC2C(C(=O)O)=COC(OC3OC(CO)C(O)C(O)C3O)C21	1.0	0.0				
		JOFTYVPERBCMPJ-BMRADRMJSA-N	COC(=O)/C(=C1/OC(=O)C(c2ccccc2)C1=O)c1ccccc1	0.0	0.0				
CHEMBL16282		JOFWLTCLBGQGBO-UHFFFAOYSA-N	Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2	0.0	0.0				
		JPUKWEQWGBDDQB-UHFFFAOYSA-N	O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12			0.0			
CHEMBL198659		JQSHBVHOMNKWFT-UHFFFAOYSA-N	c1cnc2cc3c(cc2n1)C1CNCC3C1	0.0	0.0	0.0			
		JQXXHWHPUNPDRT-AHYHWTFRSA-N	COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C	1.0	1.0	0.0			
CHEMBL90438		JRFKIOFLCXKVOT-UHFFFAOYSA-N	O=C(NCO)c1cccnc1		0.0				
CHEMBL296717		JRWZLRBJNMZMFE-UHFFFAOYSA-N	CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1	0.0					
		JSDRRTOADPPCHY-UHFFFAOYSA-N	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O		0.0				
CHEMBL1329173		JSJOTZXJKCXWQC-UHFFFAOYSA-N	CC(=O)Oc1ccc(Cl)c2cccnc12	0.0	0.0				
CHEMBL18076		JTEGQNOMFQHVDC-UHFFFAOYSA-N	N=c1ccn(C2CSC(CO)O2)c(=O)[nH]1			0.0			
CHEMBL6717		JTEJPPKMYBDEMY-UHFFFAOYSA-N	COc1ccc2[nH]cc(CCN)c2c1	0.0	0.0				
CHEMBL277945	SULTOPRIDE	JTVPZMFULRWINT-UHFFFAOYSA-N	CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC		0.0				
		JTWOMNBEOCYFNV-UHFFFAOYSA-N	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O	0.0	0.0				
CHEMBL584794		JUCNGUOYQGHBJC-UHFFFAOYSA-N	COC(=O)COc1cc(Cl)c(Cl)cc1Cl	0.0					
CHEMBL267777	RITANSERIN	JUQLTPCYUFPYKE-UHFFFAOYSA-N	Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1	0.0					
CHEMBL516	CYPROHEPTADINE	JURKNVYFZMSNLP-UHFFFAOYSA-N	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	0.0					
CHEMBL429023	ROTENONE	JUVIOZPCNVVQFO-UHFFFAOYSA-N	C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1	1.0	1.0				
CHEMBL266405		JVIXPWIEOVZVJC-BQYQJAHWSA-N	COc1cc(O)cc(/C=C/c2ccccc2)c1		0.0				
